state,year,state_tax_per_pack,price_per_pack,pack_sales_per_capita
CA,1982,0.1,0.849,115.4
CA,1970,0.1,0.397,123
KS,2000,0.24,2.941,79.8
MO,1993,0.13,1.468,121.6
KY,1976,0.03,0.369,230.9
MA,1986,0.26,1.204,115.8
CT,1996,0.5,2.085,76
IL,1971,0.12,0.419,125.6
NY,2008,2.75,6.733,31.5
NV,2018,1.8,6.705,31.6
PA,1990,0.18,1.441,101.3
MO,2008,0.17,3.417,100.1
OK,1982,0.18,0.839,147
MS,2000,0.18,2.8,97.2
MS,2001,0.18,3.089,93.9
WY,1984,0.08,0.874,128.9
AL,2017,0.675,5.452,58.1
WV,2009,0.55,4.515,115.8
KY,2014,0.6,4.836,89
MN,2018,3.614,8.931,26.2
WI,1986,0.25,1.163,105.4
MA,2005,1.51,5.053,42.7
MI,2001,0.75,3.793,79.2
MT,1978,0.12,0.537,127.2
MD,2013,2,6.383,32.6
WV,1970,0.07,0.416,114.5
MS,2002,0.18,3.193,91.5
SC,1985,0.07,0.887,125.4
WY,2003,0.12,3.556,115.5
AR,2005,0.59,3.53,82.1
RI,2012,3.46,8.23,35.8
KS,2005,0.79,3.73,54.9
SC,2007,0.07,3.262,91.2
CA,2017,2.87,7.659,20.5
CA,1998,0.37,2.249,52.3
NM,1991,0.15,1.654,69.9
ND,2012,0.44,4.445,74.5
UT,2019,1.7,6.968,15.9
KY,1979,0.03,0.463,214.9
AR,2002,0.34,3.522,87.2
MD,1986,0.13,1.003,121.8
WI,1972,0.16,0.426,108.8
AL,2000,0.165,2.884,96.2
WI,1978,0.16,0.587,116.7
TN,1986,0.13,1.035,107.9
AR,2018,1.15,6.055,50.2
WA,1974,0.16,0.49,98.6
AL,1983,0.16,0.908,116.3
MT,2007,1.7,4.968,52.6
MD,1974,0.06,0.395,144.8
OH,1991,0.18,1.596,113.2
HI,1974,0.1,0.413,89.3
TX,2017,1.41,6.244,31.9
NC,1970,0.02,0.294,172.4
AZ,2014,2,6.752,23
OH,2004,0.55,3.496,85.9
LA,1975,0.11,0.481,133.6
VT,1990,0.17,1.501,124.3
OH,1996,0.24,1.668,107.6
OR,2005,1.18,4.228,53.2
DC,2000,0.65,3.554,50.2
IN,2012,0.995,5.231,66
WA,1986,0.31,1.342,94.2
RI,1979,0.18,0.6,145.8
MO,2012,0.17,4.239,89.4
WA,1978,0.16,0.616,101.3
IA,1979,0.13,0.588,124.2
KY,1972,0.03,0.306,179.4
AL,1995,0.165,1.583,102.6
GA,1988,0.12,1.224,124.1
AR,1996,0.315,1.813,110.7
CT,1974,0.21,0.545,112.4
UT,2010,0.695,5.891,26.7
UT,1983,0.12,0.953,69
ID,1976,0.091,0.456,125.1
LA,1979,0.11,0.6,140.1
SC,1982,0.07,0.724,136
CO,1983,0.1,0.834,125.3
ME,1999,0.74,3.305,85.5
CO,2009,0.84,5.078,46
NV,1972,0.1,0.403,198.6
OK,1978,0.13,0.555,143.6
AK,2012,2,8.3,41.2
MN,2012,1.6,5.809,37.9
ID,1975,0.091,0.425,123.3
NJ,1982,0.24,0.921,126.3
OR,1994,0.28,1.896,96.6
AR,1986,0.21,1.13,126
WY,1976,0.08,0.434,161.5
TN,1989,0.13,1.35,124.7
PA,2015,1.6,6.47,48.5
WV,1981,0.17,0.751,120.5
AL,1981,0.16,0.731,119.6
NM,2011,1.66,6.06,27.3
MN,1987,0.38,1.417,108.8
VT,1993,0.19,1.596,117.2
RI,1989,0.27,1.509,120.8
OH,1986,0.14,1.022,126.3
SC,2004,0.07,3.122,92.2
MI,1973,0.11,0.411,133.7
PA,1977,0.18,0.574,120.1
NY,1981,0.15,0.725,130.1
WY,1995,0.12,1.625,115
CO,2019,0.84,6.06,30.4
IA,2014,1.36,5.791,47.1
KY,1990,0.03,1.205,182.5
TX,2011,1.41,5.731,38.7
NV,1981,0.1,0.716,171.9
MA,2008,1.51,6.365,43.1
CA,1985,0.1,1.044,102.8
IN,2007,0.555,4.138,102.3
AK,2005,1.6,5.61,60.2
DC,1976,0.1,0.519,167.7
SD,1982,0.15,0.788,113
MD,1993,0.36,1.733,82.6
OR,1997,0.38,2.341,89.5
AZ,2001,0.58,3.606,54.1
ND,2003,0.44,3.533,65.7
NY,1986,0.21,1.17,114
MO,1999,0.17,2.588,118
LA,1998,0.2,2.08,103.2
MI,1991,0.25,1.767,110.3
IL,1998,0.44,2.405,80.3
CT,1972,0.21,0.506,110.8
ND,1987,0.18,1.233,92.3
FL,1982,0.21,0.905,131.8
VA,1971,0.025,0.299,128.4
MO,2005,0.17,3.186,103.4
TX,1995,0.41,1.884,75.2
MO,1971,0.09,0.377,127.6
PA,1972,0.18,0.449,109
CO,1978,0.15,0.528,129.2
ID,1992,0.18,1.712,85.1
WV,2011,0.55,4.63,107.9
MT,1972,0.12,0.409,122.2
OK,2002,0.23,3.211,102
WI,1996,0.38,2.007,92.1
SD,1977,0.12,0.532,115.6
SC,1976,0.06,0.422,136.8
UT,1987,0.23,1.229,67.7
VA,1984,0.025,0.836,136.8
NC,2009,0.35,4.505,69.6
DC,1975,0.06,0.478,176.5
OK,1971,0.13,0.398,115.4
FL,1984,0.21,1.042,124.7
IA,1992,0.36,1.897,95.2
OH,1993,0.18,1.512,108.9
NJ,1997,0.4,2.083,77
VT,2001,0.44,3.549,94.3
KY,1999,0.03,2.434,165.3
MD,1988,0.13,1.202,115
VA,1973,0.025,0.313,143.1
PA,1999,0.31,2.801,91.1
TN,2018,0.62,5.281,56
CT,1977,0.21,0.617,117.3
KY,1994,0.03,1.348,170.2
NV,2009,0.8,4.979,53.5
AL,1974,0.12,0.466,108.2
MI,1985,0.21,1.06,126.6
AZ,1997,0.58,2.31,64.6
VA,2012,0.3,4.68,72.4
MI,1988,0.25,1.33,121.1
WV,1975,0.12,0.484,123.2
WA,1979,0.16,0.638,101.4
IL,1993,0.3,1.821,94.6
MD,2004,1,4.022,48.9
KS,2009,0.79,4.747,49.1
VA,1976,0.025,0.384,158.1
CO,1999,0.2,2.813,79.6
CA,1971,0.1,0.399,121
TX,2002,0.41,3.531,58.3
GA,2012,0.37,4.506,53.1
WY,1990,0.08,1.27,96.9
DE,1998,0.24,1.983,132.8
PA,2003,1,3.907,74.7
IN,1973,0.06,0.345,156
LA,1970,0.08,0.393,115.9
UT,1992,0.23,1.801,55
GA,2018,0.37,5.23,45.7
ME,2007,2,5.521,58.5
IL,2001,0.58,3.491,67.1
SC,2001,0.07,3.024,96.6
HI,1979,0.135,0.635,88.8
UT,1975,0.08,0.434,75.8
NE,1987,0.23,1.233,101.3
GA,1986,0.12,1.039,129
MI,2014,2,6.492,44.5
AR,2015,1.15,5.655,54
OH,2015,1.25,6.072,52.4
OR,2004,1.18,4.142,55.2
AK,2010,2,7.607,43.8
FL,2013,1.339,5.572,44.3
NH,1985,0.17,1,201.1
TX,2014,1.41,5.763,33.7
MS,2015,0.68,5.13,62.6
OK,1998,0.23,2.034,112.2
SC,2014,0.57,4.987,58.9
WA,1985,0.23,1.257,96.5
HI,2014,3.2,8.839,25.4
LA,1995,0.2,1.653,105.7
NJ,2013,2.7,7.37,30.6
VA,1989,0.025,1.286,122.5
CO,2016,0.84,5.49,35.8
